date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:03:15	32910/32910	---M--	200	added ('OK')	text/javascript	etag:%226e12e2b0d0bbedab9f2d889d816f6ed6%22	https://haitacmanhnhat.vn/st-ms/js/custom.js?v=20251018184402	./haitac_site/haitacmanhnhat.vn/st-ms/js/custom4bb8.js	(from https://haitacmanhnhat.vn/su-kien/thong-bao-phat-thuong-su-kien-xe-tui-mu-165.html)
20:03:16	31308/31308	---M--	200	added ('OK')	text/javascript	etag:%222530756650334fd37ebff63414cf9b57%22	https://haitacmanhnhat.vn/st-ms/js/global.script.js?v=20251018184402	./haitac_site/haitacmanhnhat.vn/st-ms/js/global.script4bb8.js	(from https://haitacmanhnhat.vn/su-kien/thong-bao-phat-thuong-su-kien-xe-tui-mu-165.html)
20:03:17	79260/79260	---M--	200	added ('OK')	text/css	etag:%22e5c4670c792a0b23ee30c4f0a4736231%22	https://haitacmanhnhat.vn/st-ms/css/style.css?v=20251018200035	./haitac_site/haitacmanhnhat.vn/st-ms/css/style94b2.css	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:18	51336/51336	---M--	200	added ('OK')	text/css	etag:%2211c18984b4c7c54a068015c5c5f8da83%22	https://haitacmanhnhat.vn/st-ms/css/responsive.css?v=20251018200035	./haitac_site/haitacmanhnhat.vn/st-ms/css/responsive94b2.css	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:19	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.683.delayed	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:19	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.684.delayed	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:19	9520/9520	---M--	200	added ('OK')	image/png	etag:%221db989b12f435fceb247188c8de081e9%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0409-2.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0409-2.png	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:20	1242/1242	---M--	200	added ('OK')	image/png	etag:%2253326e04188c6fe581028eefa724a488%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0409-3.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0409-3.png	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:21	1176/1176	---M--	200	added ('OK')	image/png	etag:%22202a59b87f4401ca9ab895b14c931fcd%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0409-4.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0409-4.png	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:22	4085/4085	---M--	200	added ('OK')	image/png	etag:%22fdad43a12a4e15180d502f63eaa06a90%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0409-7.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0409-7.png	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:23	20056/20056	---M--	200	added ('OK')	image/png	etag:%22b6a4e9e4fbe98b98bc26d6b883409ed6%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0409-6.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0409-6.png	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:25	252168/252168	---M--	200	added ('OK')	image/png	etag:%220f338ad902d513b6c80d941919cb538f%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0409-8.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0409-8.png	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:25	10023/10023	---M--	200	added ('OK')	image/png	etag:%2262ea6a73c024efb570731b3c4f12197a%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0409-9.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0409-9.png	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:27	226932/226932	---M--	200	added ('OK')	image/png	etag:%2293242b60e88f5f8cfe8b0fb24bcae0e6%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0409-10.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0409-10.png	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:27	9979/9979	---M--	200	added ('OK')	image/png	etag:%22e5f916d2d2765e4ea5446bfeb465cb76%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/image-20250905102949-1.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/image-20250905102949-1.png	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:28	32910/32910	---M--	200	added ('OK')	text/javascript	etag:%226e12e2b0d0bbedab9f2d889d816f6ed6%22	https://haitacmanhnhat.vn/st-ms/js/custom.js?v=20251018200035	./haitac_site/haitacmanhnhat.vn/st-ms/js/custom94b2.js	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:29	31308/31308	---M--	200	added ('OK')	text/javascript	etag:%222530756650334fd37ebff63414cf9b57%22	https://haitacmanhnhat.vn/st-ms/js/global.script.js?v=20251018200035	./haitac_site/haitacmanhnhat.vn/st-ms/js/global.script94b2.js	(from https://haitacmanhnhat.vn/su-kien/cong-hoi-chien-lien-server-lan-1-161.html)
20:03:30	79260/79260	---M--	200	added ('OK')	text/css	etag:%22e5c4670c792a0b23ee30c4f0a4736231%22	https://haitacmanhnhat.vn/st-ms/css/style.css?v=20251018101954	./haitac_site/haitacmanhnhat.vn/st-ms/css/style96ab.css	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:31	51336/51336	---M--	200	added ('OK')	text/css	etag:%2211c18984b4c7c54a068015c5c5f8da83%22	https://haitacmanhnhat.vn/st-ms/css/responsive.css?v=20251018101954	./haitac_site/haitacmanhnhat.vn/st-ms/css/responsive96ab.css	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:32	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.692.delayed	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:32	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.693.delayed	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:32	413626/413626	---M--	200	added ('OK')	image/png	etag:%2248de7a602341ae1cbd5c45b895db2450%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-1.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-1.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:33	13189/13189	---M--	200	added ('OK')	image/png	etag:%22ff0a51ed71c2f5b7e5f324704f96c7d4%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-2.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-2.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:34	16215/16215	---M--	200	added ('OK')	image/png	etag:%22de2559253036dd4a4e3607e7052fa433%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-3.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-3.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:35	5641/5641	---M--	200	added ('OK')	image/png	etag:%22932aaa65778fb8a4bfd3028f191de929%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-4.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-4.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:37	355489/355489	---M--	200	added ('OK')	image/png	etag:%2238f568b54acec1a1b92b357156b0fcd7%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-5.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-5.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:37	7448/7448	---M--	200	added ('OK')	image/png	etag:%22374ddc22d89869e32a493b806e8da4a2%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/image-20250905101036-3.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/image-20250905101036-3.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:39	350256/350256	---M--	200	added ('OK')	image/png	etag:%227c661773a7c52ad3d3b4f31e1bd9de55%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-7.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-7.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:40	329212/329212	---M--	200	added ('OK')	image/png	etag:%22011c416bb414f3dec7d596322c50fa26%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-8.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-8.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:41	157247/157247	---M--	200	added ('OK')	image/png	etag:%222cdfdb628caa25bbb46ea79c5ef27ffd%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-9.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-9.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:41	41755/41755	---M--	200	added ('OK')	image/png	etag:%224b867b7729c33f2ba29d7fc0ffca4a46%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-11.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-11.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:42	15163/15163	---M--	200	added ('OK')	image/png	etag:%22e10e594713acccb72af4a364630f91ac%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-12.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-12.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:43	65531/65531	---M--	200	added ('OK')	image/png	etag:%2214ab80d523e65c248075dbd15dece6e1%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/0509-13.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/0509-13.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:44	32910/32910	---M--	200	added ('OK')	text/javascript	etag:%226e12e2b0d0bbedab9f2d889d816f6ed6%22	https://haitacmanhnhat.vn/st-ms/js/custom.js?v=20251018101954	./haitac_site/haitacmanhnhat.vn/st-ms/js/custom96ab.js	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:45	31308/31308	---M--	200	added ('OK')	text/javascript	etag:%222530756650334fd37ebff63414cf9b57%22	https://haitacmanhnhat.vn/st-ms/js/global.script.js?v=20251018101954	./haitac_site/haitacmanhnhat.vn/st-ms/js/global.script96ab.js	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-2-thang-9-2025-163.html)
20:03:46	79260/79260	---M--	200	added ('OK')	text/css	etag:%22e5c4670c792a0b23ee30c4f0a4736231%22	https://haitacmanhnhat.vn/st-ms/css/style.css?v=20251018184405	./haitac_site/haitacmanhnhat.vn/st-ms/css/style51a3.css	(from https://haitacmanhnhat.vn/su-kien/cap-nhat-tinh-nang-phien-ban-thang-9-151.html)
20:03:47	51336/51336	---M--	200	added ('OK')	text/css	etag:%2211c18984b4c7c54a068015c5c5f8da83%22	https://haitacmanhnhat.vn/st-ms/css/responsive.css?v=20251018184405	./haitac_site/haitacmanhnhat.vn/st-ms/css/responsive51a3.css	(from https://haitacmanhnhat.vn/su-kien/cap-nhat-tinh-nang-phien-ban-thang-9-151.html)
20:03:48	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.6a4.delayed	(from https://haitacmanhnhat.vn/su-kien/cap-nhat-tinh-nang-phien-ban-thang-9-151.html)
20:03:48	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.6a5.delayed	(from https://haitacmanhnhat.vn/su-kien/cap-nhat-tinh-nang-phien-ban-thang-9-151.html)
20:03:48	32910/32910	---M--	200	added ('OK')	text/javascript	etag:%226e12e2b0d0bbedab9f2d889d816f6ed6%22	https://haitacmanhnhat.vn/st-ms/js/custom.js?v=20251018184405	./haitac_site/haitacmanhnhat.vn/st-ms/js/custom51a3.js	(from https://haitacmanhnhat.vn/su-kien/cap-nhat-tinh-nang-phien-ban-thang-9-151.html)
20:03:49	31308/31308	---M--	200	added ('OK')	text/javascript	etag:%222530756650334fd37ebff63414cf9b57%22	https://haitacmanhnhat.vn/st-ms/js/global.script.js?v=20251018184405	./haitac_site/haitacmanhnhat.vn/st-ms/js/global.script51a3.js	(from https://haitacmanhnhat.vn/su-kien/cap-nhat-tinh-nang-phien-ban-thang-9-151.html)
20:03:50	79260/79260	---M--	200	added ('OK')	text/css	etag:%22e5c4670c792a0b23ee30c4f0a4736231%22	https://haitacmanhnhat.vn/st-ms/css/style.css?v=20251018184407	./haitac_site/haitacmanhnhat.vn/st-ms/css/style762f.css	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:51	51336/51336	---M--	200	added ('OK')	text/css	etag:%2211c18984b4c7c54a068015c5c5f8da83%22	https://haitacmanhnhat.vn/st-ms/css/responsive.css?v=20251018184407	./haitac_site/haitacmanhnhat.vn/st-ms/css/responsive762f.css	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:52	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.6aa.delayed	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:52	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.6ab.delayed	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:52	1532929/1532929	---M--	200	added ('OK')	image/png	etag:%2240577c84f375f01b8f075eef1b64d3ed%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-18.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-18.png	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:54	273507/273507	---M--	200	added ('OK')	image/png	etag:%22741f849fb92d55a5370300cc51844539%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-19.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-19.png	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:54	26755/26755	---M--	200	added ('OK')	image/png	etag:%223f2f71dabd624d3a8b241fa62a5d3408%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-21.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-21.png	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:55	88904/88904	---M--	200	added ('OK')	image/png	etag:%22a73e53079b989606996e6cdcccf1a226%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/image-20250828151125-1.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/image-20250828151125-1.png	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:57	254381/254381	---M--	200	added ('OK')	image/png	etag:%2267c0ca31807ca12caf50a17af1f082c9%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/image-20250828151158-2.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/image-20250828151158-2.png	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:58	213224/213224	---M--	200	added ('OK')	image/png	etag:%22ecc77fc6347dd9a568405c8d6d518e31%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-24.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-24.png	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:58	32910/32910	---M--	200	added ('OK')	text/javascript	etag:%226e12e2b0d0bbedab9f2d889d816f6ed6%22	https://haitacmanhnhat.vn/st-ms/js/custom.js?v=20251018184407	./haitac_site/haitacmanhnhat.vn/st-ms/js/custom762f.js	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:03:59	31308/31308	---M--	200	added ('OK')	text/javascript	etag:%222530756650334fd37ebff63414cf9b57%22	https://haitacmanhnhat.vn/st-ms/js/global.script.js?v=20251018184407	./haitac_site/haitacmanhnhat.vn/st-ms/js/global.script762f.js	(from https://haitacmanhnhat.vn/su-kien/dau-tri-dai-chien-145.html)
20:04:00	79260/79260	---M--	200	added ('OK')	text/css	etag:%22e5c4670c792a0b23ee30c4f0a4736231%22	https://haitacmanhnhat.vn/st-ms/css/style.css?v=20251018184408	./haitac_site/haitacmanhnhat.vn/st-ms/css/styleaa81.css	(from https://haitacmanhnhat.vn/su-kien/qua-mung-dai-le-quoc-khanh-2-9-149.html)
20:04:01	51336/51336	---M--	200	added ('OK')	text/css	etag:%2211c18984b4c7c54a068015c5c5f8da83%22	https://haitacmanhnhat.vn/st-ms/css/responsive.css?v=20251018184408	./haitac_site/haitacmanhnhat.vn/st-ms/css/responsiveaa81.css	(from https://haitacmanhnhat.vn/su-kien/qua-mung-dai-le-quoc-khanh-2-9-149.html)
20:04:02	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.6b6.delayed	(from https://haitacmanhnhat.vn/su-kien/qua-mung-dai-le-quoc-khanh-2-9-149.html)
20:04:02	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.6b7.delayed	(from https://haitacmanhnhat.vn/su-kien/qua-mung-dai-le-quoc-khanh-2-9-149.html)
20:04:02	25800/25800	---M--	200	added ('OK')	image/png	etag:%2268ebf97341573b0988f94401e09dd8fe%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-49.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-49.png	(from https://haitacmanhnhat.vn/su-kien/qua-mung-dai-le-quoc-khanh-2-9-149.html)
20:04:03	32910/32910	---M--	200	added ('OK')	text/javascript	etag:%226e12e2b0d0bbedab9f2d889d816f6ed6%22	https://haitacmanhnhat.vn/st-ms/js/custom.js?v=20251018184408	./haitac_site/haitacmanhnhat.vn/st-ms/js/customaa81.js	(from https://haitacmanhnhat.vn/su-kien/qua-mung-dai-le-quoc-khanh-2-9-149.html)
20:04:04	31308/31308	---M--	200	added ('OK')	text/javascript	etag:%222530756650334fd37ebff63414cf9b57%22	https://haitacmanhnhat.vn/st-ms/js/global.script.js?v=20251018184408	./haitac_site/haitacmanhnhat.vn/st-ms/js/global.scriptaa81.js	(from https://haitacmanhnhat.vn/su-kien/qua-mung-dai-le-quoc-khanh-2-9-149.html)
20:04:05	79260/79260	---M--	200	added ('OK')	text/css	etag:%22e5c4670c792a0b23ee30c4f0a4736231%22	https://haitacmanhnhat.vn/st-ms/css/style.css?v=20251018160326	./haitac_site/haitacmanhnhat.vn/st-ms/css/styled195.css	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:06	51336/51336	---M--	200	added ('OK')	text/css	etag:%2211c18984b4c7c54a068015c5c5f8da83%22	https://haitacmanhnhat.vn/st-ms/css/responsive.css?v=20251018160326	./haitac_site/haitacmanhnhat.vn/st-ms/css/responsived195.css	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:07	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.6bd.delayed	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:07	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.6be.delayed	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:07	351352/351352	---M--	200	added ('OK')	image/png	etag:%22a45c2860d1aa923a6f5e000c019090a6%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-02.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-02.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:08	5226/5226	---M--	200	added ('OK')	image/png	etag:%2280f00f61c572b7d1fa5d25c409f8b113%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-07.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-07.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:10	340851/340851	---M--	200	added ('OK')	image/png	etag:%22ad1c34dfdaa71c80fe4b8431bf6ec666%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-08.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-08.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:10	4790/4790	---M--	200	added ('OK')	image/png	etag:%2260e2515a947349a25f66c54ce05640ad%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-05.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-05.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:12	355045/355045	---M--	200	added ('OK')	image/png	etag:%22cd61f5dfed124587b92e09ff296f13a3%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-48.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-48.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:13	347464/347464	---M--	200	added ('OK')	image/png	etag:%22fea95f5d4182ccc9ec9337f11f76bb0c%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-09.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-09.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:14	413829/413829	---M--	200	added ('OK')	image/png	etag:%2264f1a2e0d30c00c146623c1837762586%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/image-20250828151358-1.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/image-20250828151358-1.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:15	83623/83623	---M--	200	added ('OK')	image/png	etag:%2215a93c8e3642c722d1c21bbedb4a1cca%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-12.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-12.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:15	95311/95311	---M--	200	added ('OK')	image/png	etag:%22a7c70a0a21a11ecf1004a6386bf51128%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-14.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-14.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:17	229693/229693	---M--	200	added ('OK')	image/png	etag:%22f95b73e7e3918f2c72adb0d88a0d11ac%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-15.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-15.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:17	3480/3480	---M--	200	added ('OK')	image/png	etag:%22e07d9bf5c6f76552f379bfee57b1f939%22	https://haitacmanhnhat.vn/st-ms//files/uploads/files/Test/2808-16.png	./haitac_site/haitacmanhnhat.vn/st-ms/files/uploads/files/Test/2808-16.png	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:18	32910/32910	---M--	200	added ('OK')	text/javascript	etag:%226e12e2b0d0bbedab9f2d889d816f6ed6%22	https://haitacmanhnhat.vn/st-ms/js/custom.js?v=20251018160326	./haitac_site/haitacmanhnhat.vn/st-ms/js/customd195.js	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:19	31308/31308	---M--	200	added ('OK')	text/javascript	etag:%222530756650334fd37ebff63414cf9b57%22	https://haitacmanhnhat.vn/st-ms/js/global.script.js?v=20251018160326	./haitac_site/haitacmanhnhat.vn/st-ms/js/global.scriptd195.js	(from https://haitacmanhnhat.vn/su-kien/su-kien-tuan-1-thang-9-2025-143.html)
20:04:20	79260/79260	---M--	200	added ('OK')	text/css	etag:%22e5c4670c792a0b23ee30c4f0a4736231%22	https://haitacmanhnhat.vn/st-ms/css/style.css?v=20251018184410	./haitac_site/haitacmanhnhat.vn/st-ms/css/style9090.css	(from https://haitacmanhnhat.vn/su-kien/su-kien-doi-qua-mung-quoc-khanh-2-9-147.html)
20:04:21	51336/51336	---M--	200	added ('OK')	text/css	etag:%2211c18984b4c7c54a068015c5c5f8da83%22	https://haitacmanhnhat.vn/st-ms/css/responsive.css?v=20251018184410	./haitac_site/haitacmanhnhat.vn/st-ms/css/responsive9090.css	(from https://haitacmanhnhat.vn/su-kien/su-kien-doi-qua-mung-quoc-khanh-2-9-147.html)
20:04:22	0/-1	---M--	302	error ('')			https://haitacmanhnhat.vn/id/dang-xuat	./haitac_site/haitacmanhnhat.vn/id/dang-xuat.6ce.delayed	(from https://haitacmanhnhat.vn/su-kien/su-kien-doi-qua-mung-quoc-khanh-2-9-147.html)
